ID,Name,Sex,Team,NOC,Sport,Age,Height,Weight,Games,Year,Season,City,Event,Medal
96660,"Olivia Elizabeth ""Polly"" Powrie",F,New Zealand,NZL,Sailing,2,2,2,2,2,2,2,2,2
96664,Dorothy Poynton-Hill (-Teuber),F,United States,USA,Diving,4,0,0,4,4,4,4,4,4
96666,Toini Kylikki Pysti (Mikkola-),F,Finland,FIN,Cross Country Skiing,2,2,2,2,2,2,2,2,2
96670,Stanislav Alekseyevich Pozdnyakov,M,Russia,RUS,Fencing,4,4,4,4,4,4,4,4,4
96670,Stanislav Alekseyevich Pozdnyakov,M,Unified Team,EUN,Fencing,1,1,1,1,1,1,1,1,1
96671,Vyacheslav Vladimirovich Pozdnyakov,M,Russia,RUS,Fencing,1,1,1,1,1,1,1,1,1
96672,Anastasiya Yuryevna Pozdnyakova,F,Russia,RUS,Diving,1,1,1,1,1,1,1,1,1
96675,Danas Pozniakas,M,Soviet Union,URS,Boxing,1,1,1,1,1,1,1,1,1
96683,Gianmarco Pozzecco,M,Italy,ITA,Basketball,1,1,1,1,1,1,1,1,1
96697,Eva-Maria Pracht (Neckermann-),F,Canada,CAN,Equestrianism,1,1,1,1,1,1,1,1,1
96701,Bruno Prada,M,Brazil,BRA,Sailing,2,2,2,2,2,2,2,2,2
96718,Ricardo Prado,M,Brazil,BRA,Swimming,1,1,1,1,1,1,1,1,1
96756,Suriya Prasathinphimai,M,Thailand,THA,Boxing,1,1,1,1,1,1,1,1,1
96769,Brooke Pratley,F,Australia,AUS,Rowing,1,1,1,1,1,1,1,1,1
96774,"Myra Abigail ""Abbie"" Pratt (Pankhurst-, Wright-, -Karageorgevich)",F,United States,USA,Golf,1,0,0,1,1,1,1,1,1
96779,"Charles Edward ""Ned"" Pratt",M,Canada,CAN,Rowing,1,0,0,1,1,1,1,1,1
96791,Christian Pravda,M,Austria,AUT,Alpine Skiing,2,0,0,2,2,2,2,2,2
96795,Robert Prak,M,Czechoslovakia,TCH,Gymnastics,3,0,0,3,3,3,3,3,3
96803,Henri Camille Praux,M,France,FRA,Rowing,1,0,0,1,1,1,1,1,1
96810,Mark Precious,M,Great Britain,GBR,Hockey,1,1,1,1,1,1,1,1,1
96816,Marlena Predescu-Zagoni,F,Romania,ROU,Rowing,1,1,1,1,1,1,1,1,1
96818,Vladimir Viktorovich Predkin,M,Russia,RUS,Swimming,1,1,1,1,1,1,1,1,1
96829,Baldur Preiml,M,Austria,AUT,Ski Jumping,1,1,1,1,1,1,1,1,1
96835,Uwe Preiler,M,East Germany,GDR,Cycling,1,1,1,1,1,1,1,1,1
96838,Yaw Preko,M,Ghana,GHA,Football,1,0,0,1,1,1,1,1,1
96848,Marie-Hlne Prmont,F,Canada,CAN,Cycling,1,1,1,1,1,1,1,1,1
96849,Danijel Premu,M,Italy,ITA,Water Polo,1,1,1,1,1,1,1,1,1
96858,Josh Prenot,M,United States,USA,Swimming,1,1,1,1,1,1,1,1,1
96866,Nina Illivna Preobrazhenska (-Antoniuk),F,Soviet Union,URS,Rowing,1,1,1,1,1,1,1,1,1
96868,Maria Claudia Prescan,F,Romania,ROU,Gymnastics,1,1,1,1,1,1,1,1,1
96871,Christian Presciutti,M,Italy,ITA,Water Polo,2,2,2,2,2,2,2,2,2
96872,Nicholas Presciutti,M,Italy,ITA,Water Polo,1,1,1,1,1,1,1,1,1
96876,Bojan Preern,M,Yugoslavia,YUG,Rowing,1,1,1,1,1,1,1,1,1
96880,Irina Natanovna Press,F,Soviet Union,URS,Athletics,2,2,2,2,2,2,2,2,2
96881,Tamara Natanovna Press,F,Soviet Union,URS,Athletics,4,4,4,4,4,4,4,4,4
96882,William J. Press,M,Great Britain,GBR,Wrestling,0,1,1,1,1,1,1,1,1
96895,"Delma ""Pretinha"" Gonalves",F,Brazil,BRA,Football,2,2,2,2,2,2,2,2,2
96902,Donald Wayne Pretty,M,Canada,CAN,Rowing,1,1,1,1,1,1,1,1,1
96904,Robert Albert Preu,M,Germany,GER,Shooting,1,0,0,1,1,1,1,1,1
96910,Peter Prevc,M,Slovenia,SLO,Ski Jumping,2,2,2,2,2,2,2,2,2
96913,Jean Marie Andr Prvost,M,France-1,FRA,Tennis,1,0,0,1,1,1,1,1,1
96920,Yvonne Prvost (-Boppe),F,France,FRA,Tennis,0,0,0,1,1,1,1,1,1
96920,Yvonne Prvost (-Boppe),F,France/Great Britain,FRA,Tennis,0,0,0,1,1,1,1,1,1
96928,Miroslav Pribani,M,Yugoslavia,YUG,Handball,1,1,1,1,1,1,1,1,1
96929,Jozef Pribilinec,M,Czechoslovakia,TCH,Athletics,1,1,1,1,1,1,1,1,1
96935,Brian Price,M,Canada,CAN,Rowing,2,2,2,2,2,2,2,2,2
96936,Carey Price,M,Canada,CAN,Ice Hockey,1,1,1,1,1,1,1,1,1
96937,David Price,M,Great Britain,GBR,Boxing,1,1,1,1,1,1,1,1,1
96942,John Wesley Price,M,Comanche,USA,Sailing,1,0,0,1,1,1,1,1,1
96947,Olivia Price,F,Australia,AUS,Sailing,1,1,1,1,1,1,1,1,1
96950,"Simeon Taylor ""Sim"" Price, Jr.",M,United States Golf Association-3,USA,Golf,1,0,0,1,1,1,1,1,1
96953,"Thomas Steele ""Tom"" Price",M,United States,USA,Rowing,1,0,0,1,1,1,1,1,1
96956,Mitic Pricop,M,Romania,ROU,Canoeing,2,2,2,2,2,2,2,2,2
96957,William Reid Priddy,M,United States,USA,Volleyball,2,2,2,2,2,2,2,2,2
96960,"Reginald George ""Reggie"" Pridmore",M,England-1,GBR,Hockey,1,0,0,1,1,1,1,1,1
96968,Petra Priemer (-Brinkmann),F,East Germany,GDR,Swimming,2,2,2,2,2,2,2,2,2
96971,"Haig ""Harry"" Prieste (Keshishian-)",M,United States,USA,Diving,1,1,0,1,1,1,1,1,1
96976,Richard John Priestman,M,Great Britain,GBR,Archery,2,2,2,2,2,2,2,2,2
96978,"Catherine Ann ""Cathy"" Priestner (-Faminow, -Allinger)",F,Canada,CAN,Speed Skating,1,1,1,1,1,1,1,1,1
96981,Carlos Prieto Martos,M,Spain,ESP,Handball,1,1,1,1,1,1,1,1,1
96993,Pablo Prigioni,M,Argentina,ARG,Basketball,1,1,1,1,1,1,1,1,1
96994,Gennady Sergeyevich Prigoda,M,Soviet Union,URS,Swimming,3,3,3,3,3,3,3,3,3
96994,Gennady Sergeyevich Prigoda,M,Unified Team,EUN,Swimming,1,1,1,1,1,1,1,1,1
97016,Zoran Primorac,M,Yugoslavia,YUG,Table Tennis,1,1,1,1,1,1,1,1,1
97017,"Josip ""Joe"" Primoi",M,Yugoslavia,YUG,Gymnastics,2,0,0,2,2,2,2,2,2
97025,Nichelle Prince,F,Canada,CAN,Football,1,1,1,1,1,1,1,1,1
97027,Tayshaun Durell Prince,M,United States,USA,Basketball,1,1,1,1,1,1,1,1,1
97031,David Prinosil,M,Germany,GER,Tennis,1,1,1,1,1,1,1,1,1
97036,"Christine Seraphine ""Chris"" Prinsloo",F,Zimbabwe,ZIM,Hockey,1,1,1,1,1,1,1,1,1
97040,Meyer Prinstein,M,United States,USA,Athletics,5,5,5,5,5,5,5,5,5
97043,Birgit Prinz,F,Germany,GER,Football,3,3,3,3,3,3,3,3,3
97051,Lucinda Jane Prior-Palmer-Green,F,Great Britain,GBR,Equestrianism,1,1,1,1,1,1,1,1,1
97057,Yury Ivanovich Prisekin,M,Soviet Union,URS,Swimming,1,1,1,1,1,1,1,1,1
97063,John Martin Pritchard,M,Great Britain,GBR,Rowing,1,1,1,1,1,1,1,1,1
97066,Norman Gilbert Pritchard (-Trevor),M,India,IND,Athletics,2,0,0,2,2,2,2,2,2
97070,Aleksandr Vasilyevich Privalov,M,Soviet Union,URS,Biathlon,2,2,2,2,2,2,2,2,2
97072,Irina Anatolyevna Privalova (Sergeyeva-),F,Russia,RUS,Athletics,2,2,2,2,2,2,2,2,2
97072,Irina Anatolyevna Privalova (Sergeyeva-),F,Unified Team,EUN,Athletics,2,2,2,2,2,2,2,2,2
97082,Andrija Prlainovi,M,Serbia,SRB,Water Polo,3,3,3,3,3,3,3,3,3
97084,Michelle Probert-Scutt,F,Great Britain,GBR,Athletics,1,1,1,1,1,1,1,1,1
97085,Alfred Probst,M,Switzerland,SUI,Rowing,0,0,0,2,2,2,2,2,2
97090,Paul Probst,M,Switzerland,SUI,Shooting,1,0,0,1,1,1,1,1,1
97095,Antonn Prochzka,M,Czechoslovakia,TCH,Volleyball,1,1,1,1,1,1,1,1,1
97097,Frantiek Prochzka,M,Czechoslovakia,TCH,Ice Hockey,1,1,1,1,1,1,1,1,1
97101,Libor Prochzka,M,Czech Republic,CZE,Ice Hockey,1,1,1,1,1,1,1,1,1
97102,Martin Prochzka,M,Czech Republic,CZE,Ice Hockey,1,1,1,1,1,1,1,1,1
97110,Markus Prock,M,Austria,AUT,Luge,3,3,3,3,3,3,3,3,3
97115,"Robert ""Bob"" Proctor",M,Australia,AUS,Hockey,1,1,1,1,1,1,1,1,1
97117,Henry Arthur Proctor,M,United States,USA,Rowing,1,0,0,1,1,1,1,1,1
97125,Yelena Sergeyevna Produnova,F,Russia,RUS,Gymnastics,2,2,2,2,2,2,2,2,2
97126,Martina Proeber (-Littmann),F,East Germany,GDR,Diving,1,1,1,1,1,1,1,1,1
97136,Werner Proft,M,Germany,GER,Hockey,1,0,0,1,1,1,1,1,1
97139,Karl Proisl,M,Austria,AUT,Canoeing,2,0,0,2,2,2,2,2,2
97140,Lyudmila Vyacheslavovna Prokashova,F,Kazakhstan,KAZ,Speed Skating,1,1,1,1,1,1,1,1,1
97146,Vitaly Viktorovich Prokhorov,M,Unified Team,EUN,Ice Hockey,1,1,1,1,1,1,1,1,1
97147,Yelena Vladimirovna Prokhorova,F,Russia,RUS,Athletics,1,1,1,1,1,1,1,1,1
97149,Sandra Prokoff-Kiriasis,F,Germany-1,GER,Bobsleigh,2,2,2,2,2,2,2,2,2
97151,Andrey Vasilyevich Prokofyev,M,Soviet Union,URS,Athletics,1,1,1,1,1,1,1,1,1
97152,Yekaterina Valeryevna Prokofyeva,F,Russia,RUS,Water Polo,1,1,1,1,1,1,1,1,1
97153,Yelena Gennadyevna Prokofyeva,F,Russia,RUS,Synchronized Swimming,1,1,1,1,1,1,1,1,1
97166,Aleksandr Timofeyevich Prokopenko,M,Soviet Union,URS,Football,1,1,1,1,1,1,1,1,1
97169,Heorhiy Yakovych Prokopenko,M,Soviet Union,URS,Swimming,1,1,1,1,1,1,1,1,1
97172,Valentin Ivanovich Prokopov,M,Soviet Union,URS,Water Polo,1,0,0,1,1,1,1,1,1
97174,Sndor (Alexander) Prokopp,M,Hungary,HUN,Shooting,1,0,0,1,1,1,1,1,1
97178,Naum Prokupets,M,Soviet Union,URS,Canoeing,1,1,1,1,1,1,1,1,1
97179,Aleksey Alekseyevich Prokurorov,M,Soviet Union,URS,Cross Country Skiing,2,2,2,2,2,2,2,2,2
97182,Grischa Prmel,M,Germany,GER,Football,1,1,1,1,1,1,1,1,1
97188,"Christopher Robert ""Chris"" Pronger",M,Canada,CAN,Ice Hockey,2,2,2,2,2,2,2,2,2
97201,Tetiana Vasylivna Prorochenko (-Burakova),F,Soviet Union,URS,Athletics,2,2,2,2,2,2,2,2,2
97206,Uwe Gerhard Proske,M,Germany,GER,Fencing,1,1,1,1,1,1,1,1,1
97212,Vclav Prospal,M,Czech Republic,CZE,Ice Hockey,1,1,1,1,1,1,1,1,1
97228,Oleg Alekseyevich Protopopov,M,Soviet Union-1,URS,Figure Skating,2,2,2,2,2,2,2,2,2
97241,Gilbert Prouteau,M,France,FRA,Art Competitions,1,0,0,1,1,1,1,1,1
97242,Marie Prouvensier,F,France,FRA,Handball,1,1,1,1,1,1,1,1,1
97246,Yanina Dislavovna Provalinskaya-Karolchik,F,Belarus,BLR,Athletics,1,1,1,1,1,1,1,1,1
97251,Frantiek Provaznk,M,Czechoslovakia,TCH,Rowing,1,1,1,1,1,1,1,1,1
97252,Antonio Provenzani Garzoni,M,Italy,ITA,Rowing,1,1,0,1,1,1,1,1,1
97254,Tatyana Petrovna Providokhina (-Fedorenko),F,Soviet Union,URS,Athletics,1,1,1,1,1,1,1,1,1
97255,Nicole Anne Louise Provis-Bradtke,F,Australia,AUS,Tennis,1,1,1,1,1,1,1,1,1
97259,Halyna Mykolavna Prozumenshchykova-Stepanova (-Ivannykova),F,Soviet Union,URS,Swimming,5,5,5,5,5,5,5,5,5
97260,Goran Prpi,M,Croatia,CRO,Tennis,1,1,1,1,1,1,1,1,1
97262,Ji Prskavec,M,Czech Republic,CZE,Canoeing,1,1,1,1,1,1,1,1,1
97265,"Georges Arthur ""Art"" Prud'homme",M,Canada,CAN,Boxing,0,0,0,1,1,1,1,1,1
97270,Nlson Prudncio,M,Brazil,BRA,Athletics,2,2,2,2,2,2,2,2,2
97276,Karl-Heinz Prudhl,M,East Germany,GDR,Rowing,1,1,1,1,1,1,1,1,1
97277,Valentina Aleksandrovna Prudskova,F,Soviet Union,URS,Fencing,2,2,2,2,2,2,2,2,2
97279,Thomas Prugger,M,Italy,ITA,Snowboarding,1,1,1,1,1,1,1,1,1
97299,Svetlana Anatolyevna Pryakhina,F,Unified Team,EUN,Handball,1,0,0,1,1,1,1,1,1
97302,Viktor Romanovich Pryazhnikov,M,Soviet Union,URS,Ice Hockey,1,0,0,1,1,1,1,1,1
97308,Oleksiy Viktorovych Pryhorov,M,Ukraine,UKR,Diving,1,1,1,1,1,1,1,1,1
97309,Stanislav Prl,M,Czechoslovakia,TCH,Ice Hockey,1,1,1,1,1,1,1,1,1
97317,"Nadiya Ivanivna Pryshchepa (Derhachenko-, -Bezpalova)",F,Soviet Union,URS,Rowing,1,1,1,1,1,1,1,1,1
97319,Anna Maria Prytz,F,Sweden,SWE,Curling,1,1,1,1,1,1,1,1,1
97327,Ryszard Stanisaw Przybysz,M,Poland,POL,Handball,1,1,1,1,1,1,1,1,1
97333,Carl Aage Andersen Prst,M,Denmark,DEN,Football,1,0,0,1,1,1,1,1,1
97334,Georgios Psakhos,M,Omas Helliniki P. S.,GRE,Tug-Of-War,0,0,0,1,1,1,1,1,1
97335,Vasilios Psakhos,M,Omas Helliniki P. S.,GRE,Tug-Of-War,0,0,0,1,1,1,1,1,1
97345,"Vclav Penika, Sr.",M,Czechoslovakia,TCH,Weightlifting,2,2,2,2,2,2,2,2,2
97349,Theofilakos Psiliakos,M,Royal Club Nautique de Gand,GRE,Rowing,0,0,0,1,1,1,1,1,1
97363,Petros Pterneas,M,"Phalainis ton Thorichtou ""Hydra""-2",GRE,Rowing,0,0,0,1,1,1,1,1,1
97364,Jasna Ptujec,F,Yugoslavia,YUG,Handball,1,1,1,1,1,1,1,1,1
97369,Iztok Puc,M,Croatia,CRO,Handball,1,1,1,1,1,1,1,1,1
97369,Iztok Puc,M,Yugoslavia,YUG,Handball,1,1,1,1,1,1,1,1,1
97372,Josephine Pucci,F,United States,USA,Ice Hockey,1,1,1,1,1,1,1,1,1
97375,Rino Pucci,M,Italy,ITA,Cycling,1,0,0,1,1,1,1,1,1
97376,Alessandro Puccini,M,Italy,ITA,Fencing,1,1,1,1,1,1,1,1,1
97388,Aleksandr Nikolayevich Puchkov,M,Soviet Union,URS,Athletics,1,1,1,1,1,1,1,1,1
97389,Nikolay Georgiyevich Puchkov,M,Soviet Union,URS,Ice Hockey,2,2,2,2,2,2,2,2,2
97400,Ivan Pudar,M,Yugoslavia,YUG,Football,1,1,1,1,1,1,1,1,1
97405,Buttree Puedpong,F,Thailand,THA,Taekwondo,1,1,1,1,1,1,1,1,1
97416,Alejandro Puerto Daz,M,Cuba,CUB,Wrestling,1,1,1,1,1,1,1,1,1
97439,Olha Oleksandrivna Puhovska,F,Soviet Union,URS,Rowing,1,1,1,1,1,1,1,1,1
97443,Maricica Puic (Luca-),F,Romania,ROU,Athletics,2,2,2,2,2,2,2,2,2
97449,Monica Puig Marchn,F,Puerto Rico,PUR,Tennis,1,1,1,1,1,1,1,1,1
97452,Jari Markus Puikkonen,M,Finland,FIN,Ski Jumping,3,3,3,3,3,3,3,3,3
97469,Vctor Pujol Sala,M,Spain,ESP,Hockey,1,1,1,1,1,1,1,1,1
97482,Imre Pulai,M,Hungary,HUN,Canoeing,2,2,2,2,2,2,2,2,2
97490,Tervel Venkov Pulev,M,Bulgaria,BUL,Boxing,1,1,1,1,1,1,1,1,1
97501,Giuseppe Puli,M,Italy,ITA,Cross Country Skiing,1,1,1,1,1,1,1,1,1
97502,Oreste Puliti,M,Italy,ITA,Fencing,5,0,0,5,5,5,5,5,5
97508,Dean Lester Pullar,M,Australia,AUS,Diving,1,1,1,1,1,1,1,1,1
97524,Hans Pulver,M,Switzerland,SUI,Football,1,0,0,1,1,1,1,1,1
97528,Angela Pumariega Menndez,F,Spain,ESP,Sailing,1,1,1,1,1,1,1,1,1
97533,Halyna Vasylivna Pundyk,F,Ukraine,UKR,Fencing,1,1,1,1,1,1,1,1,1
97543,Yakiv Hryhorovych Punkin,M,Soviet Union,URS,Wrestling,1,0,0,1,1,1,1,1,1
97561,Leuris Pupo Requejo,M,Cuba,CUB,Shooting,1,1,1,1,1,1,1,1,1
97562,Tuula Katriina Puputti,F,Finland,FIN,Ice Hockey,1,1,1,1,1,1,1,1,1
97570,Noel Mary Joseph Purcell,M,Great Britain,GBR,Water Polo,1,0,0,1,1,1,1,1,1
97571,Ralph Kenneth Purchase,M,United States,USA,Rowing,1,0,0,1,1,1,1,1,1
97572,"Zachary Jake Nicholas ""Zac"" Purchase",M,Great Britain,GBR,Rowing,2,2,2,2,2,2,2,2,2
97580,Prevdorjin Serdamba,M,Mongolia,MGL,Boxing,1,0,1,1,1,1,1,1,1
97586,Pertti Ilmari Purhonen,M,Finland,FIN,Boxing,1,1,1,1,1,1,1,1,1
97590,Eino Alfred Purje (Borg-),M,Finland,FIN,Athletics,1,1,1,1,1,1,1,1,1
97594,Clyde Honeysett Purnell,M,Great Britain,GBR,Football,1,0,0,1,1,1,1,1,1
97597,Siegfried Purner,M,Austria,AUT,Handball,1,0,0,1,1,1,1,1,1
97599,"Kenneth Richard ""Ken"" Purpur",M,United States,USA,Ice Hockey,1,1,1,1,1,1,1,1,1
97604,"Allan Ruggles ""Al"" Purvis",M,Canada,CAN,Ice Hockey,1,0,0,1,1,1,1,1,1
97605,Daniel Scott Purvis,M,Great Britain,GBR,Gymnastics,1,1,1,1,1,1,1,1,1
97612,Vasile Pucau,M,Romania,ROU,Wrestling,2,2,2,2,2,2,2,2,2
97613,Alexander Pusch,M,West Germany,FRG,Fencing,4,4,4,4,4,4,4,4,4
97615,Karin Pschel (Kahlow-),F,East Germany,GDR,Volleyball,1,1,1,1,1,1,1,1,1
97622,Nikolay Pushnitsky,M,Gallia II,RUS,Sailing,0,0,0,1,1,1,1,1,1
97628,Ferenc Pusks (Purczeld-),M,Hungary,HUN,Football,1,0,0,1,1,1,1,1,1
97632,Rolando Punik,M,Yugoslavia,YUG,Handball,1,1,1,1,1,1,1,1,1
97639,Antonina Mykolavna Pustovit (-Dymova),F,Soviet Union,URS,Rowing,1,1,1,1,1,1,1,1,1
97641,Senja Anneli Pusula (-Nuolikivi),F,Finland,FIN,Cross Country Skiing,1,1,1,1,1,1,1,1,1
97648,Viktor Pavlovych Putiatin,M,Soviet Union,URS,Fencing,2,2,2,2,2,2,2,2,2
97658,Eduard Ptsep,M,Estonia,EST,Wrestling,1,0,0,1,1,1,1,1,1
97661,"Emiel Adrien ""Miel"" Puttemans",M,Belgium,BEL,Athletics,1,1,1,1,1,1,1,1,1
97663,Jrg Puttlitz,M,West Germany,FRG,Rowing,1,1,1,1,1,1,1,1,1
97665,Vladimir Nikolayevich Putyatov,M,Soviet Union,URS,Volleyball,1,1,1,1,1,1,1,1,1
97671,Martin Putze,M,Germany-1,GER,Bobsleigh,2,2,2,2,2,2,2,2,2
97672,Karen Putzer,F,Italy,ITA,Alpine Skiing,1,1,1,1,1,1,1,1,1
97673,Armand Putzeyse,M,Belgium,BEL,Cycling,1,0,0,1,1,1,1,1,1
97682,Carlos Puyol Saforcada,M,Spain,ESP,Football,1,1,1,1,1,1,1,1,1
97684,Nikolay Vasilyevich Puzanov,M,Soviet Union,URS,Biathlon,1,1,1,1,1,1,1,1,1
97686,Olga Vasilyevna Puzhevich,F,Belarus,BLR,Rhythmic Gymnastics,1,1,1,1,1,1,1,1,1
97689,Mirko Puzovi,M,Yugoslavia,YUG,Boxing,1,1,1,1,1,1,1,1,1
97696,Janusz Gerard Pyciak-Peciak,M,Poland,POL,Modern Pentathlon,1,1,1,1,1,1,1,1,1
97703,Olga Valeryevna Pylyova-Medvedtseva (Zamorozova-),F,Russia,RUS,Biathlon,3,3,3,3,3,3,3,3,3
97712,"Leonidas ""Leon"" Pyrgos",M,Greece,GRE,Fencing,0,0,0,1,1,1,1,1,1
97715,Dana Pyritz,F,Germany,GER,Rowing,1,1,1,1,1,1,1,1,1
97718,"Vladimir Vasilyevich ""Vlad"" Pyshnenko",M,Russia,RUS,Swimming,1,1,1,1,1,1,1,1,1
97718,"Vladimir Vasilyevich ""Vlad"" Pyshnenko",M,Unified Team,EUN,Swimming,3,3,3,3,3,3,3,3,3
97724,Roger Pyttel,M,East Germany,GDR,Swimming,2,2,2,2,2,2,2,2,2
97726,Olha Iosypivna Pyvovarova,F,Soviet Union,URS,Rowing,1,1,1,1,1,1,1,1,1
97730,Sergey Nikolayevich Pyzhyanov,M,Unified Team,EUN,Shooting,1,1,1,1,1,1,1,1,1
97740,Elmar Qasmov,M,Azerbaijan,AZE,Judo,1,1,1,1,1,1,1,1,1
97745,Xetaq Qazyumov,M,Azerbaijan,AZE,Wrestling,3,3,3,3,3,3,3,3,3
97756,Qian Hong,F,China,CHN,Swimming,2,2,2,2,2,2,2,2,2
97762,Qiao Hong,F,China,CHN,Table Tennis,2,2,2,2,2,2,2,2,2
97762,Qiao Hong,F,China-1,CHN,Table Tennis,1,1,1,1,1,1,1,1,1
97762,Qiao Hong,F,China-2,CHN,Table Tennis,1,1,1,1,1,1,1,1,1
97766,Qiao Yunping,F,China-2,CHN,Table Tennis,1,1,1,1,1,1,1,1,1
97767,Qieyang Shenjie,F,China,CHN,Athletics,1,1,1,1,1,1,1,1,1
97769,Qin Dongya,F,China,CHN,Judo,1,1,1,1,1,1,1,1,1
97771,Qin Kai,M,China,CHN,Diving,5,5,5,5,5,5,5,5,5
97775,Qin Yiyuan,F,China,CHN,Badminton,1,1,1,1,1,1,1,1,1
97775,Qin Yiyuan,F,China-1,CHN,Badminton,1,1,1,1,1,1,1,1,1
97778,Qiu Bo,M,China,CHN,Diving,1,1,1,1,1,1,1,1,1
97779,Qiu Chen,F,China,CHN,Basketball,1,1,1,1,1,1,1,1,1
97781,Qiu Jian,M,China,CHN,Shooting,1,1,1,1,1,1,1,1,1
97799,Qu Yunxia,F,China,CHN,Athletics,1,1,1,1,1,1,1,1,1
97801,Rasmus Christian Quaade,M,Denmark,DEN,Cycling,1,1,1,1,1,1,1,1,1
97805,Ketleyn Lima Quadros,F,Brazil,BRA,Judo,1,1,1,1,1,1,1,1,1
97806,Gerolamo Quaglia,M,Italy,ITA,Wrestling,1,0,0,1,1,1,1,1,1
97808,Ottorino Quaglierini,M,Italy,ITA,Rowing,1,0,0,1,1,1,1,1,1
97814,Kristine Lora Quance (-Julian),F,United States,USA,Swimming,1,1,1,1,1,1,1,1,1
97815,Megan M. Quann-Jendrick,F,United States,USA,Swimming,3,3,3,3,3,3,3,3,3
97822,"Donald O'Reilly ""Don"" Quarrie",M,Jamaica,JAM,Athletics,4,4,4,4,4,4,4,4,4
97827,"Clement Isaac ""Ike"" Quartey",M,Ghana,GHA,Boxing,1,1,1,1,1,1,1,1,1
97828,Pedro Vicente Ernesto Quartucci,M,Argentina,ARG,Boxing,1,0,0,1,1,1,1,1,1
97829,"William Francis Patterson ""Bill"" Quash",M,Upton Park FC,GBR,Football,1,0,0,1,1,1,1,1,1
97830,Jan Quast,M,Germany,GER,Boxing,1,1,1,1,1,1,1,1,1
97832,"Theodorus Jacobus Leonardus ""Dick"" Quax",M,New Zealand,NZL,Athletics,1,1,1,1,1,1,1,1,1
97834,Shamo Quaye,M,Ghana,GHA,Football,1,0,0,1,1,1,1,1,1
97837,Jason Paul Queally,M,Great Britain,GBR,Cycling,2,2,2,2,2,2,2,2,2
97843,Elisa Queirolo,F,Italy,ITA,Water Polo,1,1,1,1,1,1,1,1,1
97845,Isaquias Queiroz dos Santos,M,Brazil,BRA,Canoeing,3,3,3,3,3,3,3,3,3
97848,"Samantha Ann ""Sam"" Quek",F,Great Britain,GBR,Hockey,1,1,1,1,1,1,1,1,1
97851,Udo Gnther Quellmalz,M,Germany,GER,Judo,2,2,2,2,2,2,2,2,2
97854,Gilles Qunherv,M,France,FRA,Athletics,1,1,1,1,1,1,1,1,1
97855,Yvan Qunin,M,France,FRA,Basketball,1,1,0,1,1,1,1,1,1
97858,Cecil Quentin,M,Cicely-1,GBR,Sailing,0,0,0,1,1,1,1,1,1
97860,Lonce Gaston Quentin,M,France,FRA,Archery,4,0,0,4,4,4,4,4,4
97865,Alejandra Quereda Flores,F,Spain,ESP,Rhythmic Gymnastics,1,1,1,1,1,1,1,1,1
97871,Henri Louis Rmi Alexandre Thophile Quersin,M,Belgium,BEL,Shooting,1,0,0,1,1,1,1,1,1
97879,Violeta Quesada Daz,F,Cuba,CUB,Athletics,1,1,1,1,1,1,1,1,1
97880,Yoelbi Luis Quesada Fernndez,M,Cuba,CUB,Athletics,1,1,1,1,1,1,1,1,1
97884,Laura Quevedo Caizares,F,Spain,ESP,Basketball,1,1,1,1,1,1,1,1,1
97887,Ren Paul Martial Queyroux,M,France,FRA,Fencing,1,0,0,1,1,1,1,1,1
97899,Martijntje Quik,F,Netherlands,NED,Rowing,1,1,1,1,1,1,1,1,1
97902,Jos Manuel Gentil Quina,M,Ma'Lindo,POR,Sailing,1,1,1,1,1,1,1,1,1
97903,Mrio Gentil Quina,M,Ma'Lindo,POR,Sailing,1,1,1,1,1,1,1,1,1
97910,"Frederick ""Fred"" Quine",M,Australia,AUS,Hockey,1,1,1,1,1,1,1,1,1
97915,"James Francis ""Jimmy"" Quinn",M,United States,USA,Athletics,1,1,1,1,1,1,1,1,1
97921,Rebecca Quinn,F,Canada,CAN,Football,1,1,1,1,1,1,1,1,1
97925,Pierre Jean Guy Quinon,M,France,FRA,Athletics,1,1,1,1,1,1,1,1,1
97944,Yandro Miguel Quintana Rivalta,M,Cuba,CUB,Wrestling,1,1,1,1,1,1,1,1,1
97947,Mara Quintanal Zubizarreta,F,Spain,ESP,Shooting,1,1,1,1,1,1,1,1,1
97955,Giulia Quintavalle,F,Italy,ITA,Judo,1,1,1,1,1,1,1,1,1
97962,Ioamnet Quintero lvarez,F,Cuba,CUB,Athletics,1,1,1,1,1,1,1,1,1
97967,Alfredo Paolo Quinteros,M,Argentina,ARG,Basketball,1,1,1,1,1,1,1,1,1
97970,ric Quintin,M,France,FRA,Handball,1,1,1,1,1,1,1,1,1
97972,"Carole Louise Quinton (-Barr, -Kibble-White)",F,Great Britain,GBR,Athletics,1,1,1,1,1,1,1,1,1
97978,Jean Quiquampoix,M,France,FRA,Shooting,1,1,1,1,1,1,1,1,1
97981,Alicia Quirk,F,Australia,AUS,Rugby Sevens,1,1,1,1,1,1,1,1,1
97988,Ral Nicols Quiroga,M,Argentina,ARG,Volleyball,1,1,1,1,1,1,1,1,1
97990,Ana Fidelia Quirot Mor,F,Cuba,CUB,Athletics,2,2,2,2,2,2,2,2,2
97996,"Johanne Maria ""Anne-Marie"" Quist (-Boelens)",F,Netherlands,NED,Rowing,1,1,1,1,1,1,1,1,1
