ID,Name,Sex,Team,NOC,Sport,Age,Height,Weight,Games,Year,Season,City,Event,Medal
14863,George Thomas Breen,M,United States,USA,Swimming,4,4,4,4,4,4,4,4,4
14874,Bernard Brgeon,M,France,FRA,Canoeing,2,2,2,2,2,2,2,2,2
14876,"James Steven ""Jim"" Bregman",M,United States,USA,Judo,1,1,1,1,1,1,1,1,1
14877,Louis Charles Brguet,M,Namoussa,FRA,Sailing,1,0,0,1,1,1,1,1,1
14886,Matthias Brehme,M,East Germany,GDR,Gymnastics,2,2,2,2,2,2,2,2,2
14889,Christina Brehmer-Lathan,F,East Germany,GDR,Athletics,4,4,4,4,4,4,4,4,4
14892,Dagmar Breiken-Bremer,F,West Germany,FRG,Hockey,1,1,1,1,1,1,1,1,1
14896,"Robert ""Bobby"" Breiter",M,Switzerland,SUI,Ice Hockey,1,0,0,1,1,1,1,1,1
14897,Emil William Breitkreutz,M,United States,USA,Athletics,1,0,0,1,1,1,1,1,1
14899,Karoline Charlotte Dyhre Breivang,F,Norway,NOR,Handball,2,2,0,2,2,2,2,2,2
14900,Arno Breker,M,Germany,GER,Art Competitions,1,0,0,1,1,1,1,1,1
14905,Mark Anthony Breland,M,United States,USA,Boxing,1,1,1,1,1,1,1,1,1
14909,Emiliano Brembilla,M,Italy,ITA,Swimming,1,1,1,1,1,1,1,1,1
14916,Vin Elias Bremer,M,Finland,FIN,Military Ski Patrol,1,0,0,1,1,1,1,1,1
14919,Janice Lynn Bremner (-Birch),F,Canada,CAN,Synchronized Swimming,1,1,1,1,1,1,1,1,1
14926,Edgar Brenchley,M,Great Britain,GBR,Ice Hockey,1,1,1,1,1,1,1,1,1
14928,Daniela Brendel,F,Germany,GER,Swimming,1,1,1,1,1,1,1,1,1
14929,Jakob Brendel,M,Germany,GER,Wrestling,2,0,0,2,2,2,2,2,2
14930,Sebastian Brendel,M,Germany,GER,Canoeing,3,3,3,3,3,3,3,3,3
14932,Hallgeir Brenden,M,Norway,NOR,Cross Country Skiing,4,4,0,4,4,4,4,4,4
14935,Niels Erling Emmanuel Brene,M,Denmark,DEN,Art Competitions,1,0,0,1,1,1,1,1,1
14943,"William Thomas Edmund ""Billy"" Brennagh",M,Winnipeg Shamrocks-1,CAN,Lacrosse,1,0,1,1,1,1,1,1,1
14946,Michael Gene Brennan,M,Australia,AUS,Hockey,2,2,2,2,2,2,2,2,2
14947,"Patrick Joseph ""Paddy"" Brennan",M,Canada,CAN,Lacrosse,1,0,0,1,1,1,1,1,1
14949,Scott Michael Brennan,M,Australia,AUS,Rowing,1,1,1,1,1,1,1,1,1
14952,Gnther Brennecke,M,Germany,GER,Hockey,1,0,0,1,1,1,1,1,1
14955,Bror Benedictus Bernhard Brenner,M,Nina,FIN,Sailing,1,0,0,1,1,1,1,1,1
14957,Veronica Brenner,F,Canada,CAN,Freestyle Skiing,1,1,1,1,1,1,1,1,1
14958,Breno Vinicius Rodrigues Borges,M,Brazil,BRA,Football,1,1,1,1,1,1,1,1,1
14959,Bart Jan-Baptist Marie Brentjens,M,Netherlands,NED,Cycling,2,2,2,2,2,2,2,2,2
14969,Linda Bresonik,F,Germany,GER,Football,1,1,1,1,1,1,1,1,1
14972,Julie Bresset,F,France,FRA,Cycling,1,1,1,1,1,1,1,1,1
14987,George Henry Bretz (-Brett),M,Winnipeg Shamrocks-1,CAN,Lacrosse,1,0,1,1,1,1,1,1,1
14990,Grit Breuer (-Springstein),F,East Germany,GDR,Athletics,1,1,1,1,1,1,1,1,1
14990,Grit Breuer (-Springstein),F,Germany,GER,Athletics,1,1,1,1,1,1,1,1,1
14991,Renate Breuer,F,West Germany,FRG,Canoeing,1,1,1,1,1,1,1,1,1
14996,Pyotr Pavlovich Breus,M,Soviet Union,URS,Water Polo,1,0,0,1,1,1,1,1,1
15001,Derrick Keith Brew,M,United States,USA,Athletics,2,2,2,2,2,2,2,2,2
15005,Eric Charles Brewer,M,Canada,CAN,Ice Hockey,1,1,1,1,1,1,1,1,1
15006,Graeme Thomas Brewer,M,Australia,AUS,Swimming,1,1,1,1,1,1,1,1,1
15009,"James Turner ""Jim"" Brewer",M,United States,USA,Basketball,1,1,1,1,1,1,1,1,1
15011,Frank Gerald Singlehurst Brewin,M,India,IND,Hockey,1,0,0,1,1,1,1,1,1
15014,Harold Suydam Brewster,M,United States,USA,Hockey,1,0,0,1,1,1,1,1,1
15015,"Elizabeth Evadna ""Betty"" Brey (Mullen-)",F,United States,USA,Swimming,1,1,1,1,1,1,1,1,1
15017,Ralph Theodore Breyer,M,United States,USA,Swimming,1,1,0,1,1,1,1,1,1
15034,Anne Briand-Bouthiaux,F,France,FRA,Biathlon,3,3,3,3,3,3,3,3,3
15041,"Thomas Robert ""Tom"" Brice",M,Australia,AUS,Baseball,1,1,1,1,1,1,1,1,1
15042,Carlos Martin Briceno,M,United States,USA,Volleyball,1,1,1,1,1,1,1,1,1
15049,"Calvin David ""Cal"" Bricker",M,Canada,CAN,Athletics,2,0,0,2,2,2,2,2,2
15051,Erika Eloise Bricker (-Holderith),F,United States,USA,Swimming,1,1,1,1,1,1,1,1,1
15061,Alice W. Bridges (-Roche),F,United States,USA,Swimming,1,0,0,1,1,1,1,1,1
15064,"Bradley Michael ""Brad"" Bridgewater",M,United States,USA,Swimming,1,1,1,1,1,1,1,1,1
15065,George Spencer Bridgewater,M,New Zealand,NZL,Rowing,1,1,1,1,1,1,1,1,1
15068,Julius Vytautas Briedis,M,Soviet Union,URS,Rowing,1,1,1,1,1,1,1,1,1
15070,"Friedrich ""Fritz"" Briel",M,Germany,GER,Canoeing,1,0,0,1,1,1,1,1,1
15071,Thomas Briels,M,Belgium,BEL,Hockey,1,1,1,1,1,1,1,1,1
15073,Karin Brienesse,F,Netherlands,NED,Swimming,1,1,1,1,1,1,1,1,1
15075,Hartmut Briesenick,M,East Germany,GDR,Athletics,1,1,1,1,1,1,1,1,1
15077,Siegfried Brietzke,M,East Germany,GDR,Rowing,3,3,3,3,3,3,3,3,3
15085,Allan Lindsay Briggs,M,United States,USA,Shooting,1,0,0,1,1,1,1,1,1
15096,Torah Jane Bright (-Thomson),F,Australia,AUS,Snowboarding,2,2,2,2,2,2,2,2,2
15097,Robbie Ian Brightwell,M,Great Britain,GBR,Athletics,1,1,1,1,1,1,1,1,1
15100,Enith Sijtje Maria Brigitha (-Salle),F,Netherlands,NED,Swimming,2,2,2,2,2,2,2,2,2
15118,"John Manning ""Jack"" Brinck",M,United States,USA,Rowing,1,1,1,1,1,1,1,1,1
15128,Julius Brink,M,Germany-1,GER,Beach Volleyball,1,1,1,1,1,1,1,1,1
15130,Christine Brinker-Wenzel,F,Germany,GER,Shooting,1,1,1,1,1,1,1,1,1
15131,Brian Brinkley,M,Great Britain,GBR,Swimming,1,1,1,1,1,1,1,1,1
15134,Jacques Brinkman,M,Netherlands,NED,Hockey,3,3,3,3,3,3,3,3,3
15135,Dirk Brinkmann,M,West Germany,FRG,Hockey,2,2,2,2,2,2,2,2,2
15136,Thomas Brinkmann,M,West Germany,FRG,Hockey,1,1,1,1,1,1,1,1,1
15137,"Wilhelm ""Willi"" Brinkmann",M,Germany,GER,Handball,1,0,0,1,1,1,1,1,1
15138,Wolfgang Brinkmann,M,West Germany,FRG,Equestrianism,1,1,1,1,1,1,1,1,1
15151,Valerie Ann Brisco-Hooks,F,United States,USA,Athletics,4,4,4,4,4,4,4,4,4
15162,Franois Brisson,M,France,FRA,Football,1,1,1,1,1,1,1,1,1
15163,Thrse Anne Brisson,F,Canada,CAN,Ice Hockey,2,2,2,2,2,2,2,2,2
15166,Thomas Richard Martin Bristow,M,Great Britain,GBR,Rowing,1,0,0,1,1,1,1,1,1
15177,Grant Tyson Brits,M,Australia,AUS,Swimming,1,1,1,1,1,1,1,1,1
15181,Lawrence Brittain,M,South Africa,RSA,Rowing,1,1,1,1,1,1,1,1,1
15182,Matthew Brittain,M,South Africa,RSA,Rowing,1,1,1,1,1,1,1,1,1
15183,"Arthur Stanley ""Stan"" Brittain",M,Great Britain,GBR,Cycling,1,0,0,1,1,1,1,1,1
15187,Bernhard Britting,M,Germany,GER,Rowing,1,1,1,1,1,1,1,1,1
15188,Warren George Brittingham,M,Christian Brothers' College-1,USA,Football,1,0,0,1,1,1,1,1,1
15193,Bernhard Rudolf Britz,M,Sweden,SWE,Cycling,2,0,0,2,2,2,2,2,2
15197,Herman Harold Brix,M,United States,USA,Athletics,1,1,1,1,1,1,1,1,1
15198,Petr Bza,M,Czechoslovakia,TCH,Ice Hockey,1,1,1,1,1,1,1,1,1
15211,Neil Broad,M,Great Britain,GBR,Tennis,1,1,1,1,1,1,1,1,1
15212,Annie Broadbent,F,Great Britain,GBR,Gymnastics,0,0,0,1,1,1,1,1,1
15216,Brittany Broben,F,Australia,AUS,Diving,1,1,1,1,1,1,1,1,1
15227,Allison M. Brock,F,United States,USA,Equestrianism,1,1,1,1,1,1,1,1,1
15240,Norman Brckl,M,Germany,GER,Canoeing,1,1,1,1,1,1,1,1,1
15243,Hermanus Gerardus Brockmann,M,Minerva Amsterdam,NED,Rowing,3,0,3,3,3,3,3,3,3
15244,Oscar Bernard Brockmeyer,M,Christian Brothers' College-1,USA,Football,1,0,0,1,1,1,1,1,1
15249,Sverre Brodahl,M,Norway,NOR,Cross Country Skiing,1,0,0,1,1,1,1,1,1
15249,Sverre Brodahl,M,Norway,NOR,Nordic Combined,1,0,0,1,1,1,1,1,1
15255,Rolf Yngve Brodd,M,Sweden,SWE,Football,1,0,0,1,1,1,1,1,1
15261,"John Charles ""Jack"" Broderick",M,Canada,CAN,Lacrosse,1,0,0,1,1,1,1,1,1
15262,"Kenneth Lorne ""Ken"" Broderick",M,Canada,CAN,Ice Hockey,1,1,1,1,1,1,1,1,1
15263,Joseph Germain Stanislaus Denis Brodeur,M,Canada,CAN,Ice Hockey,1,1,1,1,1,1,1,1,1
15264,Martin Pierre Brodeur,M,Canada,CAN,Ice Hockey,2,2,2,2,2,2,2,2,2
15265,"David Leitch Smellie ""Dave"" Brodie",M,Great Britain,GBR,Hockey,1,0,0,1,1,1,1,1,1
15266,Leith Brodie,M,Australia,AUS,Swimming,2,2,2,2,2,2,2,2,2
15271,Claude Brodin,M,France,FRA,Fencing,1,1,1,1,1,1,1,1,1
15272,Frans Gsta Brodin,M,Slaghoken,SWE,Sailing,1,0,0,1,1,1,1,1,1
15274,Jacques Brodin,M,France,FRA,Fencing,1,1,1,1,1,1,1,1,1
15275,Zbigniew Marcin Brdka,M,Poland,POL,Speed Skating,2,2,2,2,2,2,2,2,2
15286,Gyrgy Brdy,M,Hungary,HUN,Water Polo,2,2,0,2,2,2,2,2,2
15293,"Cornelis ""Kees"" Broekman",M,Netherlands,NED,Speed Skating,2,0,0,2,2,2,2,2,2
15301,Michelle Kathleen Brogan-Griffiths,F,Australia,AUS,Basketball,2,2,2,2,2,2,2,2,2
15303,"Cynthia Jane ""Cindy"" Brogdon",F,United States,USA,Basketball,1,1,1,1,1,1,1,1,1
15309,"Kenneth L. ""Kenny"" Brokenburr",M,United States,USA,Athletics,1,1,1,1,1,1,1,1,1
15319,Bertel Axel Hjalmar Broman,M,Finland,FIN,Sailing,1,0,0,1,1,1,1,1,1
15322,"Pieter Marie Johan ""Piet"" Bromberg",M,Netherlands,NED,Hockey,1,0,0,1,1,1,1,1,1
15334,Fritz Johan Charles Brommesson,M,Sweden,SWE,Football,1,0,0,1,1,1,1,1,1
15338,Lon Auguste Marie Bronckaert,M,Belgium,BEL,Gymnastics,1,0,0,1,1,1,1,1,1
15339,Jean-Claude Brondani,M,France,FRA,Judo,1,1,1,1,1,1,1,1,1
15340,"Sandra Anne ""Sandy"" Brondello",F,Australia,AUS,Basketball,3,3,3,3,3,3,3,3,3
15344,Kajetan Tomasz Broniewski,M,Poland,POL,Rowing,1,1,1,1,1,1,1,1,1
15346,Franciszek Jan Bronikowski,M,Poland,POL,Rowing,1,0,0,1,1,1,1,1,1
15350,Andreas Bronst,M,East Germany,GDR,Gymnastics,1,1,1,1,1,1,1,1,1
15361,Julian Brooke-Houghton,M,Great Britain,GBR,Sailing,1,1,1,1,1,1,1,1,1
15363,"Charles ""Charlie"" Brooker",M,Canada,CAN,Ice Hockey,1,1,1,1,1,1,1,1,1
15364,"James Kent ""Jim"" Brooker",M,United States,USA,Athletics,1,1,0,1,1,1,1,1,1
15368,Graham Raymond Brookhouse,M,Great Britain,GBR,Modern Pentathlon,1,1,1,1,1,1,1,1,1
15372,Brandon Brooks,M,United States,USA,Water Polo,1,1,1,1,1,1,1,1,1
15373,"Charles David ""Charlie"" Brooks",M,Great Britain,GBR,Cycling,0,0,0,1,1,1,1,1,1
15386,"Nathan Eugene ""Nate"" Brooks",M,United States,USA,Boxing,1,0,0,1,1,1,1,1,1
15387,Neil Brooks,M,Australia,AUS,Swimming,3,3,3,3,3,3,3,3,3
15394,Travis Neil Brooks,M,Australia,AUS,Hockey,2,2,2,2,2,2,2,2,2
15396,Reginald Brooks-King,M,Great Britain,GBR,Archery,1,0,0,1,1,1,1,1,1
15397,"Dorothy Elizabeth Anne ""Dot"" Brookshaw (-Marr)",F,Canada,CAN,Athletics,1,0,0,1,1,1,1,1,1
15399,David McPherson Broome,M,Great Britain,GBR,Equestrianism,2,2,2,2,2,2,2,2,2
15400,Ralph Edward Howard Broome,M,Great Britain-1,GBR,Bobsleigh,1,0,0,1,1,1,1,1,1
15404,"Henricus Adrianus ""Harry"" Broos",M,Netherlands,NED,Athletics,1,0,0,1,1,1,1,1,1
15405,Marguerite Marie Broquedis-Billout (-Bordes),F,France,FRA,Tennis,2,0,0,2,2,2,2,2,2
15406,Kristina Brring-Sprehe,F,Germany,GER,Equestrianism,3,3,3,3,3,3,3,3,3
15414,Max Brske,M,Berliner Ruderverein von 1876-2,GER,Rowing,1,0,0,1,1,1,1,1,1
15420,Eve-Henriette Brossin de Mre-de Polanska,F,France,FRA,Art Competitions,1,0,0,1,1,1,1,1,1
15422,Todd Anthony Brost,M,Canada,CAN,Ice Hockey,1,1,1,1,1,1,1,1,1
15423,Neal LaMoy Broten,M,United States,USA,Ice Hockey,1,1,1,1,1,1,1,1,1
15433,"Gregory John ""Greg"" Brough",M,Australia,AUS,Swimming,1,1,1,1,1,1,1,1,1
15435,Henry Brougham,M,Great Britain,GBR,Racquets,1,0,0,1,1,1,1,1,1
15437,Gayle Broughton,F,New Zealand,NZL,Rugby Sevens,1,1,1,1,1,1,1,1,1
15441,Vronique Brouquier,F,France,FRA,Fencing,2,2,2,2,2,2,2,2,2
15446,Alexander Brouwer,M,Netherlands-1,NED,Beach Volleyball,1,1,1,1,1,1,1,1,1
15451,Matthijs Christian Brouwer,M,Netherlands,NED,Hockey,1,1,1,1,1,1,1,1,1
15452,"Bertha ""Puck"" Brouwer (-van Duyne)",F,Netherlands,NED,Athletics,1,1,1,1,1,1,1,1,1
15453,Ronald Leendert Brouwer,M,Netherlands,NED,Hockey,1,1,1,1,1,1,1,1,1
15459,Tore Brovold,M,Norway,NOR,Shooting,1,1,0,1,1,1,1,1,1
15460,Aaron Brown,M,Canada,CAN,Athletics,1,1,1,1,1,1,1,1,1
15463,Alice Regina Brown (-Harris),F,United States,USA,Athletics,3,3,3,3,3,3,3,3,3
15468,Audrey Kathleen Kilner Brown (-Court),F,Great Britain,GBR,Athletics,1,0,0,1,1,1,1,1,1
15473,"Benjamin Gene ""Benny"" Brown",M,United States,USA,Athletics,1,1,1,1,1,1,1,1,1
15480,Carol Page Brown,F,United States,USA,Rowing,1,1,1,1,1,1,1,1,1
15482,Charles Erwin Brown,M,United States,USA,Ice Hockey,1,1,1,1,1,1,1,1,1
15484,Charles Brown,M,United States,USA,Roque,1,0,0,1,1,1,1,1,1
15486,"Charles ""Charlie"" Brown",M,United States,USA,Boxing,1,1,1,1,1,1,1,1,1
15488,"Christopher Deon ""Chris"" Brown",M,Bahamas,BAH,Athletics,4,4,4,4,4,4,4,4,4
15491,"Cynthia Louise ""Cindy"" Brown",F,United States,USA,Basketball,1,1,1,1,1,1,1,1,1
15503,"David Preston ""Dave"" Brown",M,United States,USA,Rowing,1,0,0,1,1,1,1,1,1
15511,Dustin James Brown,M,United States,USA,Ice Hockey,1,1,1,1,1,1,1,1,1
15513,Earlene Brown (Dennis-),F,United States,USA,Athletics,1,1,1,1,1,1,1,1,1
15526,Arthur Godfrey Kilner Brown,M,Great Britain,GBR,Athletics,2,2,2,2,2,2,2,2,2
15527,Graeme Allen Brown,M,Australia,AUS,Cycling,2,2,2,2,2,2,2,2,2
15529,"Horace Hallock ""Hal"" Brown",M,United States,USA,Athletics,1,1,1,1,1,1,1,1,1
15531,Henry Joseph Brown,M,Ireland-2,GBR,Hockey,0,0,0,1,1,1,1,1,1
15533,Ian Warwick Brown,M,Australia,AUS,Sailing,1,1,1,1,1,1,1,1,1
15535,Ivan Elmore Brown,M,United States-1,USA,Bobsleigh,1,0,0,1,1,1,1,1,1
15537,Jason Brown,M,United States,USA,Figure Skating,1,1,1,1,1,1,1,1,1
15538,Jeremiah Brown,M,Canada,CAN,Rowing,1,1,1,1,1,1,1,1,1
15540,"Joanne ""Jo"" Brown (-Alchin)",F,Australia,AUS,Softball,2,2,2,2,2,2,2,2,2
15546,"Judith Lynne ""Judi"" Brown (-King, -Clarke)",F,United States,USA,Athletics,1,1,1,1,1,1,1,1,1
15548,Karen Brown,F,Great Britain,GBR,Hockey,1,1,1,1,1,1,1,1,1
15552,Kerrith S. Brown,M,Great Britain,GBR,Judo,1,1,1,1,1,1,1,1,1
15553,Kiel Brown,M,Australia,AUS,Hockey,1,1,1,1,1,1,1,1,1
15554,Kyle Gie Brown,M,South Africa,RSA,Rugby Sevens,1,1,1,1,1,1,1,1,1
15555,"Lawrence Harvey ""Larry"" Brown",M,United States,USA,Basketball,1,1,1,1,1,1,1,1,1
15556,Lascelles Oneil Brown,M,Canada-1,CAN,Bobsleigh,2,2,2,2,2,2,2,2,2
15557,Laura Brown,F,Canada,CAN,Cycling,1,1,1,1,1,1,1,1,1
15559,Leroy Taylor Brown,M,United States,USA,Athletics,1,1,1,1,1,1,1,1,1
15563,"Matthew Benjamin ""Matt"" Brown",M,United States,USA,Baseball,1,1,1,1,1,1,1,1,1
15571,"Philip Andrew ""Phil"" Brown",M,Great Britain,GBR,Athletics,1,1,1,1,1,1,1,1,1
15580,"Ronald James ""Ron"" Brown",M,United States,USA,Athletics,1,1,1,1,1,1,1,1,1
15584,Shelley-Ann Brown,F,Canada-2,CAN,Bobsleigh,1,1,1,1,1,1,1,1,1
15596,"Thomas Granville ""Tom"" Brown",M,United States,USA,Shooting,2,0,0,2,2,2,2,2,2
15599,Victoria Brown,F,Australia,AUS,Water Polo,1,1,1,1,1,1,1,1,1
15602,Walter William Brown,M,Australia,AUS,Canoeing,1,0,0,1,1,1,1,1,1
15605,"Elizabeth ""Lisa"" Brown-Miller",F,United States,USA,Ice Hockey,1,1,1,1,1,1,1,1,1
15606,Stephanie Karenmonica Brown-Trafton,F,United States,USA,Athletics,1,1,1,1,1,1,1,1,1
15612,Ian Sterry Browne,M,Australia,AUS,Cycling,1,1,1,1,1,1,1,1,1
15621,Cecil Le Cronier Browning,M,Great Britain-2,GBR,Racquets,1,0,0,1,1,1,1,1,1
15623,"Gregory Charles ""Greg"" Browning",M,Australia,AUS,Hockey,1,1,1,1,1,1,1,1,1
15625,"David Greig ""Skippy"" Browning, Jr.",M,United States,USA,Diving,1,0,0,1,1,1,1,1,1
15626,W. Browning,M,Union des Socits Franais de Sports Athletiques,GBR,Cricket,0,0,0,1,1,1,1,1,1
15627,Alistair Edward Brownlee,M,Great Britain,GBR,Triathlon,2,2,2,2,2,2,2,2,2
15628,"Jonathan Callum ""Jonny"" Brownlee",M,Great Britain,GBR,Triathlon,2,2,2,2,2,2,2,2,2
15644,Miroslav Brozovi,M,Yugoslavia,YUG,Football,1,0,0,1,1,1,1,1,1
15649,Raymond Jean Bru,M,Belgium,BEL,Fencing,1,0,0,1,1,1,1,1,1
15654,"Theodore William ""Bill"" Bruce",M,Australia,AUS,Athletics,1,0,0,1,1,1,1,1,1
15656,Charles Granville Bruce,M,Great Britain,GBR,Alpinism,1,0,0,1,1,1,1,1,1
15659,John Geoffrey Bruce,M,Great Britain,GBR,Alpinism,1,0,0,1,1,1,1,1,1
15666,"Thomas Edwin ""Tom"" Bruce",M,United States,USA,Swimming,2,2,2,2,2,2,2,2,2
15667,Wendy Suzanne Bruce (-Martin),F,United States,USA,Gymnastics,1,1,1,1,1,1,1,1,1
15668,Peter Bruch,M,East Germany,GDR,Swimming,1,1,1,1,1,1,1,1,1
15669,"Bjrn Richard ""Ricky"" Bruch",M,Sweden,SWE,Athletics,1,1,1,1,1,1,1,1,1
15670,Hans-Dieter Brchert,M,East Germany,GDR,Wrestling,1,1,1,1,1,1,1,1,1
15676,Roland Brckner,M,East Germany,GDR,Gymnastics,5,5,5,5,5,5,5,5,5
15677,Ralf Brudel,M,East Germany,GDR,Rowing,1,1,1,1,1,1,1,1,1
15677,Ralf Brudel,M,Germany,GER,Rowing,1,1,1,1,1,1,1,1,1
15683,"Wilhelm ""Willy"" Brderlin",M,Switzerland,SUI,Rowing,1,0,0,1,1,1,1,1,1
15689,Prospre Bruggeman,M,Royal Club Nautique de Gand,BEL,Rowing,1,0,0,1,1,1,1,1,1
15693,Kurt Brugger,M,Italy-1,ITA,Luge,1,1,1,1,1,1,1,1,1
15697,"Edmund ""Edy"" Bruggmann",M,Switzerland,SUI,Alpine Skiing,1,1,1,1,1,1,1,1,1
15704,Ivano Brugnetti,M,Italy,ITA,Athletics,1,1,1,1,1,1,1,1,1
15706,Jacques Marie Stanislas Jean Brugnon,M,France-1,FRA,Tennis,1,1,1,1,1,1,1,1,1
15707,Sergi Bruguera Torner,M,Spain,ESP,Tennis,1,1,1,1,1,1,1,1,1
15711,William Bruhn-Mller,M,Roddklubben af 1912-1,SWE,Rowing,1,0,0,1,1,1,1,1,1
15721,Julien Louis Brul,M,France,FRA,Archery,5,0,0,5,5,5,5,5,5
15722,Lyubov Aleksandrovna Bruletova,F,Russia,RUS,Judo,1,1,1,1,1,1,1,1,1
15730,Valery Nikolayevich Brumel,M,Soviet Union,URS,Athletics,2,2,2,2,2,2,2,2,2
15738,Jan Brumovsk,M,Czechoslovakia,TCH,Football,1,1,1,1,1,1,1,1,1
15743,Kristoffer Brun,M,Norway,NOR,Rowing,1,1,1,1,1,1,1,1,1
15749,Enrico Bruna,M,Bucintoro Venezia,ITA,Rowing,2,0,0,2,2,2,2,2,2
15749,Enrico Bruna,M,Bucintoro Venezia-1,ITA,Rowing,1,0,0,1,1,1,1,1,1
15750,Frantiek Brna,M,Czechoslovakia,TCH,Handball,1,1,1,1,1,1,1,1,1
15751,Roberto Brunamonti,M,Italy,ITA,Basketball,1,1,1,1,1,1,1,1,1
15755,Jennifer Lyn Brundage,F,United States,USA,Softball,1,1,1,1,1,1,1,1,1
15763,"Michael Lee ""Mike"" Bruner",M,United States,USA,Swimming,2,2,2,2,2,2,2,2,2
15765,Caroline Brunet,F,Canada,CAN,Canoeing,3,3,3,3,3,3,3,3,3
15770,Manuel Brunet,M,Argentina,ARG,Hockey,1,1,1,1,1,1,1,1,1
15771,Marie Laure Louise Graldine Brunet,F,France,FRA,Biathlon,2,2,2,2,2,2,2,2,2
15773,Pierre Andr Brunet,M,France,FRA,Rowing,1,1,0,1,1,1,1,1,1
15774,Pierre mile Ernest Brunet,M,France,FRA,Figure Skating,2,2,0,2,2,2,2,2,2
15774,Pierre mile Ernest Brunet,M,France-1,FRA,Figure Skating,1,1,0,1,1,1,1,1,1
15775,Roberta Brunet,F,Italy,ITA,Athletics,1,1,1,1,1,1,1,1,1
15776,Andre Marguerite Blanche Brunet-Joly,F,France,FRA,Figure Skating,2,2,0,2,2,2,2,2,2
15776,Andre Marguerite Blanche Brunet-Joly,F,France-1,FRA,Figure Skating,1,1,0,1,1,1,1,1,1
15780,Luis ngel Brunetto,M,Argentina,ARG,Athletics,1,1,1,1,1,1,1,1,1
15781,Jean Bruneval,M,France,FRA,Rugby,0,0,0,1,1,1,1,1,1
15784,Dino Bruni,M,Italy,ITA,Cycling,1,0,0,1,1,1,1,1,1
15788,Rachele Bruni,F,Italy,ITA,Swimming,1,1,1,1,1,1,1,1,1
15791,"Bruno ""Bruninho"" Mossa de Rezende",M,Brazil,BRA,Volleyball,3,3,3,3,3,3,3,3,3
15796,Konrad Anton Olsson Brunkman,M,Roddklubben af 1912-1,SWE,Rowing,1,0,0,1,1,1,1,1,1
15803,Franz Brunner,M,Austria,AUT,Handball,1,0,0,1,1,1,1,1,1
15804,Georg Brunner,M,Germany,GER,Hockey,1,0,0,1,1,1,1,1,1
15807,Karl Bernhard Brunner,M,Italy-1,ITA,Luge,1,1,1,1,1,1,1,1,1
15810,Melitta Brunner (-Kreckow),F,Austria-2,AUT,Figure Skating,1,1,0,1,1,1,1,1,1
15816,"Ursula ""Ursel"" Brunner (-Wirth)",F,Germany,GER,Swimming,2,2,2,2,2,2,2,2,2
15826,Luciano Bruno,M,Italy,ITA,Boxing,1,1,1,1,1,1,1,1,1
15835,Plinio Anslme Brusa,M,France,FRA,Rowing,1,1,0,1,1,1,1,1,1
15836,Giancarlo Brusati,M,Italy,ITA,Fencing,1,0,0,1,1,1,1,1,1
15847,Olga Aleksandrovna Brusnikina,F,Russia,RUS,Synchronized Swimming,3,3,3,3,3,3,3,3,3
15848,"Ernesto Mario ""Enrico"" Brusoni",M,Italy,ITA,Cycling,1,0,0,1,1,1,1,1,1
15853,Arne Brustad,M,Norway,NOR,Football,1,0,0,1,1,1,1,1,1
15854,Georg Brustad,M,Norway,NOR,Gymnastics,1,0,0,1,1,1,1,1,1
15856,Hkon Brusveen,M,Norway,NOR,Cross Country Skiing,2,0,0,2,2,2,2,2,2
15873,Frdric-Albert Gustave Bruynseels,M,Edelweiss II-1,BEL,Sailing,1,0,0,1,1,1,1,1,1
15880,"Robert Charles ""Bob"" Bryan",M,United States-1,USA,Tennis,2,2,2,2,2,2,2,2,2
15882,"Michael Carl ""Mike"" Bryan",M,United States-1,USA,Tennis,3,3,3,3,3,3,3,3,3
15889,Karina Louise Bryant,F,Great Britain,GBR,Judo,1,1,1,1,1,1,1,1,1
15890,Kelci Marie Bryant,F,United States,USA,Diving,1,1,1,1,1,1,1,1,1
15891,Kobe Bean Bryant,M,United States,USA,Basketball,2,2,2,2,2,2,2,2,2
15892,Percy D. Bryant,M,United States-2,USA,Bobsleigh,1,0,0,1,1,1,1,1,1
15893,"George Philip ""Phil"" Bryant",M,Boston Archers,USA,Archery,1,0,0,1,1,1,1,1,1
15893,"George Philip ""Phil"" Bryant",M,United States,USA,Archery,2,0,0,2,2,2,2,2,2
15896,Rosalyn Evette Bryant (-Clark),F,United States,USA,Athletics,1,1,1,1,1,1,1,1,1
15897,Wallace Bryant,M,Boston Archers,USA,Archery,1,1,0,1,1,1,1,1,1
15907,Arto Kalervo Bryggare,M,Finland,FIN,Athletics,1,1,1,1,1,1,1,1,1
15908,Haakon Piro Bryhn,M,Norna,NOR,Sailing,1,0,0,1,1,1,1,1,1
15911,Alexia Marie Bryn (Schien-),F,Norway,NOR,Figure Skating,1,0,0,1,1,1,1,1,1
15912,Yngvar Bryn,M,Norway,NOR,Figure Skating,1,0,0,1,1,1,1,1,1
15926,Mira Vasilyevna Bryunina,F,Soviet Union,URS,Rowing,1,1,1,1,1,1,1,1,1
15930,Viktor Arkadiyovych Bryzhin,M,Soviet Union,URS,Athletics,1,1,1,1,1,1,1,1,1
15931,Olha Arkadivna Bryzhina (Vladykina-),F,Soviet Union,URS,Athletics,2,2,2,2,2,2,2,2,2
